causas,lon,lat,raca,genero,idade,data,endereco
Shooting,-76.6369663,39.2923424,Unknown,Male,39,2008-11-03,1200 W. Saratoga St
Shooting,-76.5978184,39.3017548,Unknown,Male,25,2008-11-02,1000 N. Caroline St.
Shooting,-76.6472247,39.3088343,Unknown,Male,18,2008-11-01,1800 McKean Ave
Shooting,-76.570938,39.353778,Black,Male,27,2008-10-31,2200 Echodale Ave
Shooting,-76.607041,39.33317,Unknown,Male,21,2008-10-29,600 McKewin Ave.
Shooting,-76.6578991,39.3389681,Unknown,Male,25,2008-10-25,2400 Loyola Southway
Shooting,-76.594318,39.311013,Unknown,Male,42,2008-10-25,1800 N. Regester St.
Shooting,-76.664171,39.335785,Unknown,Male,48,2008-10-23,2700 Oswego Ave.
Shooting,-76.565059,39.320988,Unknown,Male,23,2008-10-22,3500 Pelham Ave.
Shooting,-76.601787,39.320681,Black,Male,18,2008-10-22,1400 Exeter Hall Ave.
Shooting,-76.570961,39.298506,Unknown,Male,17,2008-10-21,600 N. Clinton St.
Shooting,-76.6256184,39.2996132,Unknown,Male,29,2008-10-20,500 W. Preston St.
Stabbing,-76.549069,39.3665271,Black,Male,48,2008-10-15,3000 Woodhome Ave
Shooting,-76.651469,39.284607,Black,Male,15,2008-10-14,200 S. Smallwood St.
Shooting,-76.669277,39.3091617,Unknown,Male,26,2008-10-14,1900 N. Rosedale Ave.
Shooting,-76.632022,39.301166,Unknown,Male,18,2008-10-12,1400 Pennsylvania Ave
Shooting,-76.632022,39.301166,Unknown,Male,19,2008-10-12,1400 Pennsylvania Ave
Shooting,-76.6879004,39.2872916,Unknown,Male,18,2008-10-12,4300 Davis Ave
Shooting,-76.645174,39.284196,Unknown,Male,24,2008-10-06,300 S. Fulton Ave.
Shooting,-76.654149,39.28055,Unknown,Male,38,2008-10-06,500 S. Catherine St.
Shooting,-76.668503,39.345126,Unknown,Male,23,2008-10-06,3100 Virginia Ave.
Shooting,-76.638949,39.313439,Black,Male,28,2008-10-06,2500 Madison Ave
Asphyxiation,-76.6155085,39.3194458,White,Male,1,2008-10-04,2600 St Paul St
Shooting,-76.6453843,39.2913517,Unknown,Male,32,2008-10-04,1800 Penrose Ave.
Shooting,-76.6430436,39.3090476,Unknown,Male,21,2008-10-02,700 Allegany Place
Shooting,-76.575254,39.3202765,Unknown,Male,24,2008-09-30,3100 Belair Road
Stabbing,-76.613638,39.285133,White,Female,43,2008-09-29,300 Light St.
Shooting,-76.595341,39.30968,Black,Male,29,2008-09-28,1700 N. Broadway
Shooting,-76.6830845,39.3472113,Black,Male,17,2008-09-26,5300 Cordelia Ave.
Shooting,-76.5981065,39.3174008,Black,Male,15,2008-09-24,2500 Aisquith St.
Shooting,-76.591172,39.340841,Black,Male,45,2008-09-20,1500 Havenwood Rd
Shooting,-76.6281383,39.2911977,Black,Male,24,2008-09-14,700 W. Lexington St.
Shooting,-76.586669,39.284672,Black,Male,21,2008-09-14,2100 Boston St.
Shooting,-76.582083,39.363023,Black,Male,29,2008-09-11,1600 Wadsworth Way
Shooting,-76.582653,39.300231,Black,Male,25,2008-09-09,800 N. Milton Ave.
Shooting,-76.608621,39.31294,Black,Male,23,2008-09-09,2000 Boone St.
Shooting,-76.649384,39.284691,Black,Male,23,2008-09-06,200 Harmison St
Shooting,-76.587576,39.300941,Black,Male,26,2008-09-04,2100 Ashland Ave.
Shooting,-76.6665486,39.2800358,Black,Male,20,2008-08-31,400 S. Longwood St.
Shooting,-76.6867419,39.2833549,Black,Male,24,2008-08-31,200 S Woodington St
Shooting,-76.6867419,39.2833549,Black,Female,44,2008-08-31,200 S. Woodington Road
Shooting,-76.604978,39.302821,Black,Male,23,2008-08-30,900 Valley St.
Shooting,-76.6417611,39.3033315,Black,Male,22,2008-08-27,1300 N. Stricker St.
Blunt Force,-76.584029,39.311418,Black,Male,56,2008-08-27,1800 N. Port St.
Shooting,-76.604776,39.3425,Black,Male,31,2008-08-25,800 E. 43rd St.
Shooting,-76.5843779,39.3100013,Black,Male,28,2008-08-22,2400 E. Lanvale St.
Shooting,-76.634345,39.295782,Black,Male,20,2008-08-21,1000 Edmondson Ave
Shooting,-76.677535,39.320403,Black,Male,17,2008-08-17,2900 Garrison Blvd.
Asphyxiation,-76.580878,39.330758,Black,Female,19,2008-08-15,3600 Harford Road
Shooting,-76.665723,39.349082,Black,Male,23,2008-08-14,2800 Oakley Ave
Shooting,-76.643825,39.251114,Black,Male,21,2008-08-13,2100 E. Patapsco St.
Shooting,-76.634502,39.296394,Black,Male,29,2008-08-12,1000 Brantley St
Shooting,-76.687191,39.331411,Black,Male,28,2008-08-12,4100 Barrington Road
Shooting,-76.58532,39.310086,Black,Male,30,2008-08-09,1700 N. Bradford St.
Shooting,-76.570894,39.295022,Black,Male,22,2008-08-08,3300 E. Fayette St.
Shooting,-76.6324224,39.2507678,Black,Male,38,2008-08-08,1000 Shellbanks Road
Unknown,-76.646901,39.317233,Black,Male,1,2008-08-08,3200 Auchentoroly Terrace
Shooting,-76.6070617,39.3717099,White,Male,16,2008-08-07,500 Castle Drive
Shooting,-76.6656862,39.3021632,Black,Male,19,2008-08-06,1300 Bloomingdale Road
Shooting,-76.6438996,39.2896103,Black,Male,23,2008-08-05,1700 W. Fayette St.
Shooting,-76.658225,39.3439315,Black,Male,37,2008-07-30,4700 Greenspring Ave
Shooting,-76.6017479,39.2949799,Black,Male,17,2008-07-29,1200 Orleans St.
Shooting,-76.6336952,39.2646499,Black,Male,23,2008-07-29,2700 Manokin St.
Shooting,-76.591979,39.312631,Black,Male,24,2008-07-28,1900 N. Wolfe St.
Shooting,-76.604368,39.356818,Black,Male,28,2008-07-27,5500 Ivanhoe Ave.
Shooting,-76.694784,39.342718,Black,Male,23,2008-07-25,5800 N. Rogers Ave.
Shooting,-76.694784,39.342718,Black,Male,21,2008-07-25,5800 N. Rogers Ave.
Shooting,-76.661056,39.33204,Black,Male,27,2008-07-21,3800 Park Heights Ave.
Stabbing,-76.6365852,39.2856409,Black,Female,51,2008-07-21,1200 W. Pratt St.
Shooting,-76.672638,39.288775,Black,Male,29,2008-07-21,200 N. Hilton St.
Stabbing,-76.593597,39.372135,Black,Female,23,2008-07-20,1214 Limit Ave.
Shooting,-76.633002,39.310721,Black,Male,35,2008-07-19,900 W. North Ave.
Shooting,-76.66972,39.349491,Black,Male,45,2008-07-18,5000 Pembridge Ave.
Stabbing,-76.676839,39.32605,Black,Male,17,2008-07-13,3700 Liberty Heights Ave.
Shooting,-76.578376,39.316627,Black,Male,26,2008-07-13,3200 Lyndale Ave.
Shooting,-76.661173,39.308433,Black,Male,21,2008-07-11,1800 Braddish Ave.
Unknown,-76.69208,39.290602,Black,Female,45,2008-07-07,4500 Old Frederick Road
Blunt Force,-76.596106,39.364012,Black,Female,28,2008-07-06,1100 Gleneagle Road
Shooting,-76.580884,39.306078,Black,Male,26,2008-07-06,2600 E.Preston St.
Shooting,-76.586363,39.296743,Black,Male,32,2008-06-29,2200 Jeffereson St
Asphyxiation,-76.6823356,39.329483,Black,Female,39,2008-06-27,3500 Garrison Blvd.
Blunt Force,-76.580269,39.292239,Hispanic,Male,38,2008-06-26,2600 E Baltimore St
Shooting,-76.592892,39.322119,Unknown,Male,41,2008-06-24,1700 Abbotston St. 
Shooting,-76.6363839,39.308245,Black,Male,21,2008-06-22,500 Bloom St.
Shooting,-76.6414167,39.2844169,White,Male,45,2008-06-22,300 S. Parrish St
Shooting,-76.667193,39.328505,Black,Male,23,2008-06-22,3200 Sequoia Ave
Asphyxiation,-76.63215,39.279844,White,Female,22,2008-06-22,1300 Nanticoke St.
Shooting,-76.6112074,39.2800146,Unknown,Male,24,2008-06-22,200 E. Montgomery St.
Shooting,-76.667193,39.328505,Unknown,Male,23,2008-06-22,3200 Sequoia Ave.
Shooting,-76.6098809,39.2806871,Black,Male,35,2008-06-20,800 Battery Ave.
Shooting,-76.622971,39.32066,Unknown,Male,32,2008-06-19,2800 Huntingdon Ave.
Shooting,-76.6363839,39.308245,Unknown,Male,21,2008-06-19,500 Bloom St.
Shooting,-76.647074,39.312156,Black,Male,18,2008-06-17,1800 Clifton Ave.
Shooting,-76.5978605,39.2295212,Unknown,Female,23,2008-06-17,4100 Mariban Court
Stabbing,-76.562495,39.353455,Unknown,Male,NA,2008-06-14,2900 Hamilton Ave.
Shooting,-76.564956,39.328181,Unknown,Male,23,2008-06-14,4200 Shamrock Ave.
Shooting,-76.564956,39.328181,Unknown,Male,22,2008-06-14,4200 Shamrock Ave.
Shooting,-76.669504,39.305352,Unknown,Male,30,2008-06-13,3100 Brighton St.
Shooting,-76.655882,39.304761,Unknown,Male,17,2008-06-12,1500 Moreland Ave.
Shooting,-76.655882,39.304761,Unknown,Male,17,2008-06-12,1500 Moreland Ave.
Asphyxiation,-76.638413,39.328257,White,Female,25,2008-06-11,3500 Buena Vista Ave.
Shooting,-76.6923887,39.3200103,Unknown,Male,26,2008-06-09,4500 Bonner Road
Shooting,-76.6892,39.346446,Black,Male,33,2008-06-03,4100 Rockfield Ave.
Shooting,-76.669661,39.311365,Unknown,Male,22,2008-06-02,3100 Clifton Ave.
Shooting,-76.6244323,39.2480215,Black,Male,50,2008-06-01,800 Bridgeview Road
Asphyxiation,-76.583946,39.310148,Unknown,Female,63,2008-05-28,1700 N. Port St.
Shooting,-76.603944,39.31189,Unknown,Male,19,2008-05-25,1100 E. North Ave.
Shooting,-76.595278,39.316192,Unknown,Male,22,2008-05-24,1600 Normal Ave.
Shooting,-76.594018,39.28906,Unknown,Male,37,2008-05-19,200 S. Broadway
Shooting,-76.5997714,39.2343584,Unknown,Female,18,2008-05-18,800 Pontiac Ave.
Shooting,-76.644089,39.28749,Black,Male,42,2008-05-18,1700 Hollins St. 
Shooting,-76.68671,39.297904,Black,Male,46,2008-05-16,4200 Colborne Rd.
Shooting,-76.6448245,39.3074028,Black,Male,20,2008-05-15,1600 N. Mount St.
Shooting,-76.58588,39.312729,Unknown,Male,53,2008-05-15,2300 E. North Ave.
Shooting,-76.58588,39.312729,Unknown,Male,27,2008-05-15,2300 E. North Ave.
Shooting,-76.5965295,39.2874787,Unknown,Male,NA,2008-05-14,300 S. Dallas St. 
Stabbing,-76.626219,39.287471,Black,Male,27,2008-05-11,700 W. Lombard St.
Shooting,-76.5886866,39.3227365,Unknown,Male,18,2008-05-09,2800 Hillen Road
Shooting,-76.635402,39.282385,Unknown,Male,39,2008-05-07,1200 James St.
Shooting,-76.666161,39.307428,Unknown,Male,17,2008-05-06,2900 Presbury St.
Shooting,-76.582665,39.30706,Unknown,Male,21,2008-05-05,2500 E. Hoffman St.
Blunt Force,-76.6819556,39.3447482,Unknown,Male,73,2008-05-04,3900 W. Belvedere Ave.
Shooting,-76.58748,39.295596,Unknown,Male,NA,2008-05-04,2100 Orleans St.
Shooting,-76.5745839,39.3208357,Unknown,Male,35,2008-05-04,3200 Belair Road
Shooting,-76.6592256,39.2791157,Unknown,Female,29,2008-05-03,500 S. Brunswick St.
Shooting,-76.688564,39.345893,Unknown,Male,23,2008-05-01,4100 Newbern Ave.
Shooting,-76.641502,39.294295,Black,Male,24,2008-04-21,500 N. Stricker St.
Stabbing,-76.6230265,39.324345,Unknown,Female,74,2008-04-21,200 W. 31st St.
Shooting,-76.6001791,39.2404405,Unknown,Male,25,2008-04-20,3400 Sixth St.
Blunt Force,-76.570961,39.298506,Unknown,Male,NA,2008-04-18,600 N. Clinton St. 
Shooting,-76.677535,39.320403,Unknown,Male,27,2008-04-16,2900 Garrison Blvd.
Shooting,-76.586253,39.312916,Unknown,Female,14,2008-04-14,1900 N. Patterson Park Ave.
Stabbing,-76.570961,39.298506,Black,Male,51,2008-04-13,600 N Clinton St
Shooting,-76.644126,39.290845,Black,Male,25,2008-04-12,1700 W. Lexington St.
Shooting,-76.6406643,39.2822488,Unknown,Male,20,2008-04-03,1500 Cole St.
Shooting,-76.6649765,39.2957482,Unknown,Male,NA,2008-04-01,800 N. Franklintown Road
Shooting,-76.584058,39.307008,Unknown,Male,20,2008-03-31,2400 E. Hoffman St.
Unknown,-76.621014,39.286934,Unknown,Male,6,2008-03-30,110 S. Eutaw St.
Unknown,-76.6208072,39.2873646,Unknown,Male,4,2008-03-30,111 S. Eutaw St.
Unknown,-76.6207824,39.2869263,Unknown,Female,2,2008-03-30,112 S. Eutaw St.
Shooting,-76.685958,39.348463,Black,Male,19,2008-03-30,5400 Nelson Ave.
Stabbing,-76.5971491,39.302679,Black,Male,27,2008-03-30,1000 Billie Holiday Court
Shooting,-76.6459319,39.2861854,Black,Male,19,2008-03-27,100 Addison St.
Blunt Force,-76.572587,39.288325,White,Male,28,2008-03-26,300 S. Robinson St
Shooting,-76.6406712,39.2833299,Unknown,Male,36,2008-03-24,400 S. Stricker St.
Shooting,-76.674229,39.273116,Black,Male,18,2008-03-23,3400 Wilkens Ave.
Shooting,-76.566643,39.31552,Black,Male,21,2008-03-23,3700 Ravenwood Ave.
Shooting,-76.621316,39.292088,Black,Male,29,2008-03-22,200 N. Eutaw St.
Asphyxiation,-76.6791329,39.306982,Unknown,Female,36,2008-03-20,3600 Winterbourne Road
Shooting,-76.677535,39.320403,Unknown,Male,18,2008-03-15,2900 Garrison Blvd.
Shooting,-76.669277,39.3091617,Unknown,Male,22,2008-03-14,1900 N. Rosedale St.
Unknown,-76.621461,39.295055,Black,Female,41,2008-03-14,400 W Franklin St
Shooting,-76.6287272,39.2470012,Black,Male,22,2008-03-13,2800 Spelman Road
Shooting,-76.659853,39.341711,Unknown,Male,16,2008-03-11,2500 Edgecombe Circle N.
Shooting,-76.590542,39.324062,Black,Male,36,2008-03-10,1800 E. 28th St.
Asphyxiation,-76.64691,39.28412,Black,Male,1,2008-03-09,300 S. Monroe St.
Shooting,-76.68427,39.295825,Black,Male,35,2008-03-09,700 Wildwood Parkway
Shooting,-76.6966047,39.2853643,Unknown,Female,30,2008-03-07,200 Atholgate Lane
Stabbing,-76.6304902,39.3166902,Black,Male,45,2008-03-04,700 Druid Park Lake Drive
Shooting,-76.663002,39.298326,Unknown,Male,35,2008-03-03,2800 W. Lafayette Ave.
Shooting,-76.67503,39.346723,Black,Male,29,2008-03-01,5000 Denmore Ave.
Shooting,-76.6656862,39.3021632,Black,Male,44,2008-02-29,1300 Bloomingdale Road
Shooting,-76.623116,39.309219,Unknown,Male,32,2008-02-27,1500 Mount Royal Ave.
Shooting,-76.622888,39.309703,Unknown,Female,16,2008-02-27,1501 Mount Royal Ave.
Shooting,-76.6279941,39.3107321,Unknown,Male,23,2008-02-25,700 W. North Ave.
Shooting,-76.582893,39.30402,Unknown,Male,23,2008-02-24,1100 N. Milton Ave.
Shooting,-76.588412,39.304014,Unknown,Male,48,2008-02-20,1100 N. Chester St.
Shooting,-76.624714,39.279062,Black,Male,20,2008-02-19,1000 Russell St.
Shooting,-76.673245,39.342917,Black,Female,15,2008-02-16,3400 Woodland Ave.
Stabbing,-76.690933,39.321655,Black,Female,31,2008-02-15,4400 Fairview Ave.
Shooting,-76.5917015,39.3476883,Black,Male,22,2008-02-15,1500 Pentridge Road
Shooting,-76.629116,39.309264,Black,Female,25,2008-02-07,1800 Bolton St.
Shooting,-76.682718,39.292573,Black,Male,22,2008-02-07,500 N. Loudon Ave.
Shooting,-76.596395,39.308647,Black,Male,19,2008-02-02,1600 E. Federal St.
Shooting,-76.643456,39.299087,Black,Male,62,2008-02-02,1600 W. Lafayette
Shooting,-76.5669811,39.3684818,Black,Male,27,2008-01-30,2300 E. Northern Parkway
Shooting,-76.641869,39.301215,Black,Male,25,2008-01-25,1100 N. Stricker St.
Shooting,-76.649397,39.298873,Black,Male,24,2008-01-25,2000 W. Lafayette Ave.
Shooting,-76.6263153,39.2967671,Black,Male,31,2008-01-25,900 Pennsylvania Ave.
Shooting,-76.603367,39.307229,Black,Male,20,2008-01-19,1500 Holbrook St.
Shooting,-76.590694,39.322161,Black,Male,24,2008-01-17,2700 Tivoly Ave.
Shooting,-76.565891,39.319462,Black,Male,19,2008-01-17,3500 Cliftmont Ave.
Blunt Force,-76.573673,39.32687,Unknown,Female,38,2008-01-16,2700 Pelham Ave.
Shooting,-76.6208496,39.2452903,Black,Male,14,2008-01-14,800 Bethune Road
Stabbing,-76.61096,39.318243,Black,Male,18,2008-01-12,400 E. 25th St.
Shooting,-76.594004,39.3285346,Black,Male,18,2008-01-09,1500 E. 33rd St.
Shooting,-76.667701,39.309308,Black,Male,30,2008-01-08,3000 W. North Ave.
Shooting,-76.572556,39.325229,Black,Male,32,2008-01-04,2800 Kentucky Ave.
Shooting,-76.6208496,39.2452903,Black,Male,28,2008-01-01,800 Bethune Road
NA,NA,NA,NA,NA,NA,NA,NA
Stabbing,-76.569676,39.291747,White,Male,56,2009-12-31,12 S. Highland Ave
Shooting,-76.6790198,39.3361374,Black,Male,19,2009-12-30,3800 Oakford Ave
Shooting,-76.6095256,39.315461,Black,Male,38,2009-12-29,2300 Greenmount Avenue
Shooting,-76.576901,39.299167,Black,Male,44,2009-12-27,700 N. Linwood Ave
Shooting,-76.6281372,39.2912188,Black,Male,53,2009-12-26,700 W. Lexington St
Shooting,-76.7077698,39.3603092,White,Male,56,2009-12-26,6900 Reisterstown Road
Shooting,-76.5914899,39.289492,White,Male,21,2009-12-26,1800 E. Pratt
Asphyxiation,-76.591443,39.309909,Black,Female,27,2009-12-24,1900 E. Lanvale St
Shooting,-76.6019537,39.2991602,Black,Male,19,2009-12-22,800 Aisquith St
Shooting,-76.6980143,39.2761689,Black,Male,22,2009-12-20,600 S. Wickham Rd
Shooting,-76.697733,39.3359993,Black,Male,28,2009-12-20,5000 Belle Ave
Blunt Force,-76.572594,39.325194,Black,Female,1,2009-12-19,2800 Kentucky Ave
Stabbing,-76.5970344,39.3121138,Black,Male,20,2009-12-18,1600 E. North Ave.
Shooting,-76.606219,39.316306,Black,Male,35,2009-12-16,700 Bartlett Ave
Shooting,-76.695737,39.33169,Black,Male,29,2009-12-12,4700 Liberty Heights Ave.
Shooting,-76.6563598,39.3365079,Black,Male,27,2009-12-12,2400 Shirley Ave
Shooting,-76.577063,39.324274,Black,Male,32,2009-12-12,3300 Woodstock Ave
Shooting,-76.639228,39.309564,Black,Male,39,2009-12-11,2300 Etting St
Blunt Force,-76.602088,39.355619,Black,Female,59,2009-12-08,5500 Midwood Ave
Shooting,-76.599197,39.305348,Black,Male,32,2009-12-08,1400 E. Preston St
Shooting,-76.578853,39.29594,Black,Male,20,2009-12-05,2700 Orleans St
Blunt Force,-76.602088,39.355619,Unknown,Female,17,2009-12-03,5500 Midwood Ave
Shooting,-76.58624,39.294463,Unknown,Male,42,2009-12-03,2200 E. Fayette St
Shooting,-76.6678869,39.338083,Black,Male,26,2009-12-03,2800 Boarman Ave
Blunt Force,-76.5354829,39.3436425,White,Male,66,2009-12-02,4700 Glenarm
Shooting,-76.638166,39.312525,Black,Male,37,2009-11-30,1100 Whitelock St
Shooting,-76.6388208,39.3001926,Black,Male,26,2009-11-30,1000 n. carey st
Shooting,-76.620279,39.296784,White,Male,52,2009-11-30,600 N Howard St
Shooting,-76.616463,39.276736,Black,Male,45,2009-11-30,100 W Cross St
Shooting,-76.6373813,39.3090446,Black,Male,36,2009-11-25,500 Gold St
Shooting,-76.6286167,39.2464804,Black,Male,21,2009-11-25,2800 Spelman
Stabbing,-76.6375575,39.3025338,Black,Male,57,2009-11-25,1200 Winchester St
Blunt Force,-76.654949,39.29504,Black,Male,62,2009-11-25,2400 Edmondson Ave
Shooting,-76.5979301,39.3241816,Black,Male,28,2009-11-24,1400 Carswell St
Shooting,-76.576504,39.3051,Black,Male,23,2009-11-22,1200 n. curley
Shooting,-76.573614,39.298263,Black,Male,22,2009-11-20,3100 McElderry ST
Shooting,-76.647494,39.3125659,Black,Female,34,2009-11-19,2140 N. Fulton Ave
Blunt Force,-76.608153,39.3015339,Black,Female,35,2009-11-17,600 E. Eager St
Shooting,-76.591443,39.309909,Black,Male,18,2009-11-15,1900 E Lanvale St
Shooting,-76.677657,39.320362,Black,Male,NA,2009-11-15,2900 Garrison Blvd
Shooting,-76.628698,39.286723,Black,Male,45,2009-11-14,800 lemmon st
Shooting,-76.637266,39.310471,Black,Male,36,2009-11-14,1200 W North Ave
Shooting,-76.681424,39.343159,Hispanic,Male,35,2009-11-13,5100 arbutus ave
Shooting,-76.649386,39.297681,Black,Male,51,2009-11-12,2000 W Lanvale
Shooting,-76.6774114,39.2966098,Unknown,Male,38,2009-11-12,3600 gelston dr
Stabbing,-76.583853,39.307508,Black,Male,15,2009-11-10,2400 Llewelyn ave
Shooting,-76.657136,39.320411,Black,Male,46,2009-11-09,3000 towanda ave
Shooting,-76.6179873,39.3121783,Black,Male,25,2009-11-08,100 W. 20th st
Shooting,-76.6485749,39.2860313,Black,Male,40,2009-11-07,100 s. payson st
Shooting,-76.5620746,39.3705448,Black,Male,31,2009-11-03,2400 pickering dr
Shooting,-76.6382449,39.2897946,Black,Male,28,2009-11-03,1300 W Fayette St
Stabbing,-76.642045,39.296041,Black,Male,30,2009-10-30,1500 Edmondson Ave
Shooting,-76.592088,39.313246,Black,Male,24,2009-10-29,2000 N wolfe St
Shooting,-76.6002648,39.2334138,Unknown,Male,20,2009-10-29,800 Washburn Ave
Stabbing,-76.5984332,39.3218559,Black,Male,24,2009-10-25,1500 Montpelier St
Shooting,-76.5996599,39.2932733,Black,Male,38,2009-10-21,100 N. Central Ave
Blunt Force,-76.5783352,39.2810681,White,Male,54,2009-10-19,1000 S Lakewood Ave
Shooting,-76.636732,39.2876325,Black,Male,21,2009-10-18,1200 Hollins St
Shooting,-76.6741626,39.3099361,Black,Male,31,2009-10-15,2000 Denison St
Shooting,-76.65633,39.306502,Black,Male,34,2009-10-14,2400 Baker St
Shooting,-76.560128,39.317713,Black,Male,28,2009-10-14,3900 Elmora Ave
Shooting,-76.674243,39.2888702,Black,Male,31,2009-10-13,3200 W Lexington St
Shooting,-76.67988,39.324785,Black,Male,35,2009-10-11,3700 Springdale Ave
Shooting,-76.578264,39.299108,Black,Male,26,2009-10-10,700 N Kenwood Ave
Shooting,-76.6061735,39.3116541,Black,Male,37,2009-10-10,1900 Oakhill Ave
Shooting,-76.608243,39.319685,Black,Male,39,2009-10-07,2600 Mathews St
Shooting,-76.682538,39.283711,Black,Male,18,2009-10-03,4000 Massachusetts Ave
Asphyxiation,-76.6099175,39.3586226,Hispanic,Female,30,2009-10-02,500 Benninghaus Rd
Shooting,-76.649409,39.297812,Black,Male,17,2009-10-02,800 N Payson St
Other,-76.6657369,39.303618,Black,Female,85,2009-09-29,1400 Poplar Grove St
Shooting,-76.645387,39.28494,Black,Male,26,2009-09-26,1800 Dover Ct
Shooting,-76.684222,39.32502,Black,Female,37,2009-09-26,3901 W. Forest Park Ave
Stabbing,-76.5888111,39.3143431,Black,Female,31,2009-09-25,2100 Sinclair Ln
Shooting,-76.642055,39.2631506,Black,Male,31,2009-09-20,2400 Maisel Ct
Shooting,-76.5882525,39.2237802,White,Male,20,2009-09-18,1600 Cypress St
Shooting,-76.6613884,39.2945578,Black,Male,50,2009-09-18,600 Ashburton St
Shooting,-76.569971,39.318944,Unknown,Male,24,2009-09-16,3400 Cliftmont Ave
Shooting,-76.6354238,39.3074724,Black,Male,31,2009-09-14,500 Presstman St
Shooting,-76.6664166,39.3396529,Black,Male,45,2009-09-13,2700 w. cold spring ln
Shooting,-76.616268,39.276807,Black,Male,35,2009-09-13,100 W Cross St
Shooting,-76.6346288,39.3080434,Black,Male,18,2009-09-13,2000 McCulloh St
Shooting,-76.5746013,39.3208479,Black,Male,30,2009-09-11,3200 Belair Road
Shooting,-76.5669736,39.3684989,Black,Male,20,2009-09-11,2300 E Northern Parkway
Shooting,-76.6095312,39.3479503,Unknown,Male,17,2009-09-10,500 Radnor Ave
Shooting,-76.638687,39.294455,Black,Male,43,2009-09-09,500 N Carey ST
Shooting,-76.628969,39.295224,Black,Male,47,2009-09-09,700 Murphy Lane
Blunt Force,-76.579456,39.301255,Black,Male,47,2009-09-08,2700 Ashland Ave
Shooting,-76.6651032,39.3403571,Black,Male,29,2009-09-04,4400 Pimlico Road
Shooting,-76.5883263,39.2245532,White,Male,23,2009-09-04,1600 Elmtree St
Shooting,-76.6433395,39.3054357,Black,Male,25,2009-09-04,1600 Presstman St
Shooting,-76.646807,39.310275,Black,Male,32,2009-09-01,1900 N. Fulton St
Shooting,-76.667444,39.304753,Black,Male,38,2009-09-01,3000 Presstman St
Unknown,-76.588419,39.226279,White,Male,48,2009-08-28,1600 Hazel St
Shooting,-76.6374949,39.3059209,Black,Male,24,2009-08-27,598 Presstman St
Shooting,-76.5776274,39.3070928,Black,Female,37,2009-08-27,1400 Kenhill Ave
Shooting,-76.578376,39.316627,Black,Male,28,2009-08-26,3200 Lyndale Ave
Shooting,-76.6825974,39.3274907,Black,Male,40,2009-08-25,3900 Liberty Heights Ave
Shooting,-76.688294,39.275513,Black,Male,21,2009-08-22,600 Yale Ave
Shooting,-76.586363,39.296743,Black,Male,31,2009-08-21,2200 Jefferson St
Shooting,-76.569031,39.290291,Black,Male,25,2009-08-20,125 S Highland Ave
Shooting,-76.6896156,39.3334346,Black,Male,25,2009-08-20,4200 Belle Ave
Shooting,-76.579998,39.308234,Black,Male,20,2009-08-11,2700 E Oliver St
Shooting,-76.5952338,39.2891766,Black,Male,32,2009-08-10,200 S. Herring Court
Shooting,-76.622824,39.2500661,Black,Male,18,2009-08-09,600 Cherry Hill Road
Shooting,-76.650696,39.295223,Black,Male,25,2009-08-02,2100 Edmondson Ave
Shooting,-76.678701,39.296599,Black,Male,18,2009-08-02,800 Allendale St
Shooting,-76.6611086,39.3432818,Black,Female,64,2009-08-02,2800 Edgecombe circle north
Blunt Force,-76.647847,39.298946,Black,Male,26,2009-08-01,1900 W Lafayette Ave
Stabbing,-76.6225073,39.2928037,Black,Male,18,2009-08-01,300 N Paca St
Shooting,-76.658791,39.279969,Black,Male,39,2009-07-31,500 E. Lynn Ave
Shooting,-76.568711,39.295106,Black,Male,19,2009-07-26,3500 E Fayette St
Shooting,-76.567953,39.295343,Black,Male,18,2009-07-26,200 N Conkling St
Shooting,-76.56684,39.312213,Black,Female,26,2009-07-25,4217 Erdman Ave
Shooting,-76.5528357,39.2851584,Hispanic,Male,26,2009-07-25,5100 Foster Ave
Shooting,-76.674216,39.340775,Black,Male,33,2009-07-23,3600 Woodland AVe
Shooting,-76.578324,39.299119,Black,Male,16,2009-07-19,700 N Kenwood Ave
Shooting,-76.5835943,39.3299625,Black,Male,25,2009-07-16,3400 Lake Montebello Drive
Shooting,-76.5924273,39.2856158,White,Female,48,2009-07-14,500 S Regester St
Shooting,-76.607777,39.338209,Black,Male,38,2009-07-13,4000 Old York Road
Shooting,-76.594341,39.326205,Black,Male,28,2009-07-13,2900 The Alameda
Shooting,-76.589357,39.369773,Black,Male,36,2009-07-13,6200 Falkirk Road
Shooting,-76.576421,39.29815,Black,Male,21,2009-07-09,2900 McElderry St
Shooting,-76.633775,39.304295,Black,Male,18,2009-07-08,1700 Division St
Shooting,-76.683248,39.322165,Black,Male,21,2009-07-08,3900 Fairfax Road
Shooting,-76.6494826,39.2887828,Black,Male,23,2009-07-03,2100 W Fairmount Ave
Shooting,-76.5962979,39.3017949,Black,Male,24,2009-06-30,1600 E Eager St
Stabbing,-76.6547782,39.2948082,Black,Male,21,2009-06-30,600 N. Wheeler St
Shooting,-76.651658,39.305981,Black,Male,28,2009-06-29,2100 Brighton St
Shooting,-76.674582,39.322075,Black,Male,36,2009-06-28,3400 Fairview Ave
Stabbing,-76.66754,39.306115,Black,Male,52,2009-06-27,3000 Baker St
Stabbing,-76.66754,39.306115,Black,Male,48,2009-06-27,3000 Baker St
